"origin","dest","year","flow_2.5%","flow_50%","flow_97.5%"
"Switzerland","Other Europe","2015",3749.4,5199,7203.1
"United Kingdom","Other Europe","2015",1163.6,10043.9,86074
"North Macedonia","Other Europe","2015",256.9,531.4,1090.7
"Other Europe","Other Europe","2015",NA,NA,NA
"North Africa","Other Europe","2015",1593.2,13694.1,112274.1
"Sub-Saharan Africa","Other Europe","2015",1980.9,19491.5,180880.7
"West Asia","Other Europe","2015",24889.7,200781.2,1844972.1
"East Asia","Other Europe","2015",4035.2,34991.9,303175.6
"South-Southeast Asia","Other Europe","2015",5472.5,46241,437306.9
"North America and Oceania","Other Europe","2015",2271.9,18858.8,176019.8
"Latin America","Other Europe","2015",1103,10651,87789.7
"Austria","North Africa","2015",546.2,758.8,1058
"Belgium","North Africa","2015",1873.1,2563.5,3561.6
"Bulgaria","North Africa","2015",43.5,68.7,109.8
"Croatia","North Africa","2015",6.9,11.9,20.1
"Cyprus","North Africa","2015",9,76.1,691
"Czechia","North Africa","2015",40.2,344.9,3098.9
"Denmark","North Africa","2015",126.7,177.2,250.3
"Estonia","North Africa","2015",3.2,5.8,10.5
"Finland","North Africa","2015",55.1,79.5,114.5
"France","North Africa","2015",1680.1,14835,126466.2
"Germany","North Africa","2015",577.6,5029.3,44993.2
"Greece","North Africa","2015",139.3,1195.4,10335.7
"Hungary","North Africa","2015",49.5,460.5,3584.5
"Iceland","North Africa","2015",2.6,4.7,8.2
"Ireland","North Africa","2015",165.2,366.4,802.5
"Italy","North Africa","2015",3747.3,5230.5,7196.4
"Latvia","North Africa","2015",2.7,22.5,200.3
"Liechtenstein","North Africa","2015",0.5,1.2,2.4
"Lithuania","North Africa","2015",48.8,71.5,103.8
"Luxembourg","North Africa","2015",2.3,21.4,188.2
"Malta","North Africa","2015",6,50.5,450.3
"Netherlands","North Africa","2015",1359,1893.7,2631.6
"Norway","North Africa","2015",198.4,280.3,396
"Poland","North Africa","2015",111.4,984.3,8591.2
"Portugal","North Africa","2015",28,227.1,1978
"Romania","North Africa","2015",93.3,887.8,7601.1
"Slovakia","North Africa","2015",4.1,8.5,16.4
"Slovenia","North Africa","2015",19.8,30.2,46.1
"Spain","North Africa","2015",22382.7,31020.2,43869.1
"Sweden","North Africa","2015",294.6,410.2,570.2
"Switzerland","North Africa","2015",890.6,1242.3,1722
"United Kingdom","North Africa","2015",560.2,4553.5,39521.6
"North Macedonia","North Africa","2015",1.3,3.2,7.7
"Other Europe","North Africa","2015",1328.7,11612.1,99987.8
"North Africa","North Africa","2015",NA,NA,NA
"Sub-Saharan Africa","North Africa","2015",4793.5,41441.3,370881.6
"West Asia","North Africa","2015",10626.6,96209.7,818645.4
"East Asia","North Africa","2015",951.5,8584.3,76200.6
"South-Southeast Asia","North Africa","2015",3123.8,27370.7,236691.7
"North America and Oceania","North Africa","2015",1014.8,8830.7,77291.9
"Latin America","North Africa","2015",482.5,4050.2,37935.6
"Austria","Sub-Saharan Africa","2015",837.9,1176.8,1637.6
"Belgium","Sub-Saharan Africa","2015",3706.7,5116.7,7089.3
"Bulgaria","Sub-Saharan Africa","2015",41.9,66.2,104.9
"Croatia","Sub-Saharan Africa","2015",33.6,53.6,86.1
"Cyprus","Sub-Saharan Africa","2015",30.2,265.3,2258.1
"Czechia","Sub-Saharan Africa","2015",96.3,849,6963.8
"Denmark","Sub-Saharan Africa","2015",502.6,691.9,958.7
"Estonia","Sub-Saharan Africa","2015",4.1,7.6,13.6
"Finland","Sub-Saharan Africa","2015",184.4,260.8,368.2
"France","Sub-Saharan Africa","2015",1782.7,14967.5,127213.4
"Germany","Sub-Saharan Africa","2015",1177.6,10026.8,86470.4
"Greece","Sub-Saharan Africa","2015",186.6,1669.6,14740.1
"Hungary","Sub-Saharan Africa","2015",47.4,430.4,3845.8
"Iceland","Sub-Saharan Africa","2015",19.8,30.3,46.3
"Ireland","Sub-Saharan Africa","2015",1721.1,3919.5,8924.5
"Italy","Sub-Saharan Africa","2015",2315,3216.6,4496.5
"Latvia","Sub-Saharan Africa","2015",11.8,93.9,739.6
"Liechtenstein","Sub-Saharan Africa","2015",0.8,1.6,3.3
"Lithuania","Sub-Saharan Africa","2015",92.2,131.1,187
"Luxembourg","Sub-Saharan Africa","2015",6,55.9,511.7
"Malta","Sub-Saharan Africa","2015",14.5,125.7,1002.6
"Netherlands","Sub-Saharan Africa","2015",3041.7,4241.3,5851.9
"Norway","Sub-Saharan Africa","2015",845,1173.7,1649.4
"Poland","Sub-Saharan Africa","2015",269.2,2235.8,17908.6
"Portugal","Sub-Saharan Africa","2015",439.1,3971.3,33310.1
"Romania","Sub-Saharan Africa","2015",112.7,984.2,8675.5
"Slovakia","Sub-Saharan Africa","2015",6.5,12.5,23.5
"Slovenia","Sub-Saharan Africa","2015",28.7,42.5,62.5
"Spain","Sub-Saharan Africa","2015",7445.8,11351.9,29199
"Sweden","Sub-Saharan Africa","2015",790.5,1112,1541.3
"Switzerland","Sub-Saharan Africa","2015",1697.9,2351,3214.8
"United Kingdom","Sub-Saharan Africa","2015",2187.7,20109.9,174616.9
"North Macedonia","Sub-Saharan Africa","2015",2.8,6.4,14.6
"Other Europe","Sub-Saharan Africa","2015",1289.3,12719.3,114366.6
"North Africa","Sub-Saharan Africa","2015",3403.7,29706,273283.1
"Sub-Saharan Africa","Sub-Saharan Africa","2015",NA,NA,NA
"West Asia","Sub-Saharan Africa","2015",3632.5,32514.9,310629.7
"East Asia","Sub-Saharan Africa","2015",3814.7,36295.4,335569.1
"South-Southeast Asia","Sub-Saharan Africa","2015",9737.5,85040.7,792227.4
"North America and Oceania","Sub-Saharan Africa","2015",3519.9,29685.8,278170.8
"Latin America","Sub-Saharan Africa","2015",2062.3,18915.4,164636.1
"Austria","West Asia","2015",1375.5,1912.1,2673.4
"Belgium","West Asia","2015",2141.8,2966.2,4154.2
"Bulgaria","West Asia","2015",308,481,745.8
"Croatia","West Asia","2015",138.1,217.1,338.9
"Cyprus","West Asia","2015",35.4,319.6,2608.1
"Czechia","West Asia","2015",91.3,732.4,6468.5
"Denmark","West Asia","2015",757.8,1057.9,1456.2
"Estonia","West Asia","2015",21.6,35.7,58.7
"Finland","West Asia","2015",282.6,395.6,549.8
"France","West Asia","2015",968.3,8208,68436.4
"Germany","West Asia","2015",2052.7,16749.8,149430.6
"Greece","West Asia","2015",247.9,2256.6,19587.7
"Hungary","West Asia","2015",156,1281.4,11755.8
"Iceland","West Asia","2015",25.5,38.1,56.9
"Ireland","West Asia","2015",508.6,1138.2,2614.2
"Italy","West Asia","2015",2342.1,3261.4,4561.5
"Latvia","West Asia","2015",64.1,566.6,5086.9
"Liechtenstein","West Asia","2015",0.7,1.5,3.2
"Lithuania","West Asia","2015",771,1077.6,1494.7
"Luxembourg","West Asia","2015",1.9,17.4,148.3
"Malta","West Asia","2015",4.3,38.3,318.4
"Netherlands","West Asia","2015",2496.5,3465.8,4791.9
"Norway","West Asia","2015",660.4,919.8,1282.4
"Poland","West Asia","2015",623.7,5180.4,45696.7
"Portugal","West Asia","2015",19.6,175.9,1495
"Romania","West Asia","2015",505,4118.7,34861
"Slovakia","West Asia","2015",127.8,209.5,343.9
"Slovenia","West Asia","2015",102.5,146.2,207.6
"Spain","West Asia","2015",261.8,2280.8,19514
"Sweden","West Asia","2015",2317.7,3240.3,4525.4
"Switzerland","West Asia","2015",1814.3,2480.4,3407.5
"United Kingdom","West Asia","2015",8249.4,16876,74184.4
"North Macedonia","West Asia","2015",7.5,16.1,34.9
"Other Europe","West Asia","2015",21454.6,191671.2,1871063.9
"North Africa","West Asia","2015",14713.2,136837.6,1191039.5
"Sub-Saharan Africa","West Asia","2015",8091.3,67366.9,605126.3
"West Asia","West Asia","2015",NA,NA,NA
"East Asia","West Asia","2015",5110,45261.3,378139.5
"South-Southeast Asia","West Asia","2015",27960,285581.9,2459394.5
"North America and Oceania","West Asia","2015",2556.8,22519.2,191459.9
"Latin America","West Asia","2015",1973.8,16826,139858.7
"Austria","East Asia","2015",1103.2,1526.3,2138.2
"Belgium","East Asia","2015",1834.6,2512.6,3455
"Bulgaria","East Asia","2015",137.3,215.6,341.1
"Croatia","East Asia","2015",87.2,136.4,212
"Cyprus","East Asia","2015",4.4,38.6,328.5
"Czechia","East Asia","2015",110.9,883,7442.2
"Denmark","East Asia","2015",1420.8,1980.3,2755.7
"Estonia","East Asia","2015",18.1,30.6,50
"Finland","East Asia","2015",377.6,528.7,738.3
"France","East Asia","2015",929.1,8499.4,72090.6
"Germany","East Asia","2015",1204.3,9879.1,83806.4
"Greece","East Asia","2015",95.4,796.1,7300.8
"Hungary","East Asia","2015",106.3,902.2,7644.5
"Iceland","East Asia","2015",24.5,37.5,56
"Ireland","East Asia","2015",892.4,2011.9,4499
"Italy","East Asia","2015",3084.1,4234.3,5852.1
"Latvia","East Asia","2015",21.6,175.7,1529.5
"Liechtenstein","East Asia","2015",3.3,5.8,10
"Lithuania","East Asia","2015",192.6,270,376.2
"Luxembourg","East Asia","2015",2.8,24.6,220.7
"Malta","East Asia","2015",2.4,20.6,180.3
"Netherlands","East Asia","2015",3626.7,5004,6943.2
"Norway","East Asia","2015",443.7,622.1,852.4
"Poland","East Asia","2015",240.5,2149.4,17880.9
"Portugal","East Asia","2015",114,920.4,7948.7
"Romania","East Asia","2015",149.6,1365.4,11571.5
"Slovakia","East Asia","2015",20.9,38.3,67.8
"Slovenia","East Asia","2015",100.8,145.1,205.8
"Spain","East Asia","2015",8030.3,11513.5,19152.4
"Sweden","East Asia","2015",1597.8,2205.5,3082.6
"Switzerland","East Asia","2015",3068.1,4246.8,5842
"United Kingdom","East Asia","2015",18150.4,28198.2,43798.5
"North Macedonia","East Asia","2015",2.8,6.4,14.4
"Other Europe","East Asia","2015",3445.5,30575.4,279607.9
"North Africa","East Asia","2015",1050.1,9301.7,83535.4
"Sub-Saharan Africa","East Asia","2015",5279.1,50837,479675.5
"West Asia","East Asia","2015",4379.3,40226.6,352415.6
"East Asia","East Asia","2015",NA,NA,NA
"South-Southeast Asia","East Asia","2015",52058.6,504504.6,4503647.4
"North America and Oceania","East Asia","2015",7234.8,67194.8,591349.1
"Latin America","East Asia","2015",6730.5,63807.9,636491.4
"Austria","South-Southeast Asia","2015",1441.5,2010.7,2804.6
"Belgium","South-Southeast Asia","2015",2834.2,3953.9,5363.8
"Bulgaria","South-Southeast Asia","2015",75.5,119,189.4
"Croatia","South-Southeast Asia","2015",43.7,69,109.5
"Cyprus","South-Southeast Asia","2015",26,220.8,1882.2
"Czechia","South-Southeast Asia","2015",101.7,890.8,7520.5
"Denmark","South-Southeast Asia","2015",2266.6,3120.3,4338.5
"Estonia","South-Southeast Asia","2015",16.9,27.8,45.3
"Finland","South-Southeast Asia","2015",654.3,905.2,1266.3
"France","South-Southeast Asia","2015",1212.7,10873.6,96649.1
"Germany","South-Southeast Asia","2015",1507.4,13549.6,115075.1
"Greece","South-Southeast Asia","2015",135.4,1140.2,9252.9
"Hungary","South-Southeast Asia","2015",85.9,793.1,6798.9
"Iceland","South-Southeast Asia","2015",38.4,56.7,83.2
"Ireland","South-Southeast Asia","2015",1920.9,4245,9490.8
"Italy","South-Southeast Asia","2015",4212.5,5834.1,8094.8
"Latvia","South-Southeast Asia","2015",6.2,53.7,471.2
"Liechtenstein","South-Southeast Asia","2015",6.6,11.1,18.3
"Lithuania","South-Southeast Asia","2015",361.7,505.3,700.5
"Luxembourg","South-Southeast Asia","2015",2.7,22.7,185.1
"Malta","South-Southeast Asia","2015",3.5,30.7,271.3
"Netherlands","South-Southeast Asia","2015",4634.4,6458.4,9022.6
"Norway","South-Southeast Asia","2015",2215.1,3065.6,4218
"Poland","South-Southeast Asia","2015",167,1439.9,12259.4
"Portugal","South-Southeast Asia","2015",130,1153,10156.2
"Romania","South-Southeast Asia","2015",73.8,613,5283.9
"Slovakia","South-Southeast Asia","2015",11.5,20.9,37.3
"Slovenia","South-Southeast Asia","2015",68.4,97.3,137.7
"Spain","South-Southeast Asia","2015",7526.3,10511.9,16431.5
"Sweden","South-Southeast Asia","2015",2763.5,3853.8,5332.1
"Switzerland","South-Southeast Asia","2015",4377.9,6038.4,8422.4
"United Kingdom","South-Southeast Asia","2015",26342.6,45636,139424.3
"North Macedonia","South-Southeast Asia","2015",7.2,15.4,33.1
"Other Europe","South-Southeast Asia","2015",2979.2,25538.6,217752
"North Africa","South-Southeast Asia","2015",2147.7,19048.6,175623.8
"Sub-Saharan Africa","South-Southeast Asia","2015",8281.9,73244.8,701061
"West Asia","South-Southeast Asia","2015",13334.3,122065.4,1067944.1
"East Asia","South-Southeast Asia","2015",33746.1,344953.6,3227034.4
"South-Southeast Asia","South-Southeast Asia","2015",NA,NA,NA
"North America and Oceania","South-Southeast Asia","2015",8790.1,78391.1,733786.8
"Latin America","South-Southeast Asia","2015",3005.3,28288.4,248606.8
"Austria","North America and Oceania","2015",1616.4,2262.9,3157.8
"Belgium","North America and Oceania","2015",4571.7,6283.3,8671.7
"Bulgaria","North America and Oceania","2015",742,1172.3,1838.3
"Croatia","North America and Oceania","2015",643.8,981.6,1519.3
"Cyprus","North America and Oceania","2015",31.7,282.3,2548.1
"Czechia","North America and Oceania","2015",274.5,2138.1,18178.6
"Denmark","North America and Oceania","2015",4384.2,6088.2,8415.1
"Estonia","North America and Oceania","2015",378.6,582.1,902.1
"Finland","North America and Oceania","2015",1378.4,1929.2,2655.7
"France","North America and Oceania","2015",2150.9,19528.1,169820.5
"Germany","North America and Oceania","2015",3110.3,25766.2,210584.4
"Greece","North America and Oceania","2015",339.5,2899.5,23525.2
"Hungary","North America and Oceania","2015",188.6,1686.1,14800.9
"Iceland","North America and Oceania","2015",282.9,401.2,562.9
"Ireland","North America and Oceania","2015",11751.8,25850.4,57210.7
"Italy","North America and Oceania","2015",8317,11523.7,15982
"Latvia","North America and Oceania","2015",43.6,366.5,3071.3
"Liechtenstein","North America and Oceania","2015",8.5,13.9,22.1
"Lithuania","North America and Oceania","2015",1442.7,1999,2754.9
"Luxembourg","North America and Oceania","2015",18.7,167.1,1449.4
"Malta","North America and Oceania","2015",32.1,297.6,2700.2
"Netherlands","North America and Oceania","2015",7160.8,9907.5,13581.1
"Norway","North America and Oceania","2015",1773.1,2455.3,3377.5
"Poland","North America and Oceania","2015",813.6,7166.2,61487
"Portugal","North America and Oceania","2015",361.6,3025.7,25836.5
"Romania","North America and Oceania","2015",501.9,4616.3,36687.1
"Slovakia","North America and Oceania","2015",483.2,784,1280.4
"Slovenia","North America and Oceania","2015",537.8,749.5,1038.9
"Spain","North America and Oceania","2015",12892.1,18204.8,28958.8
"Sweden","North America and Oceania","2015",4428.6,6167,8516.6
"Switzerland","North America and Oceania","2015",7276.2,10022.6,13913.8
"United Kingdom","North America and Oceania","2015",62169.5,97492.5,151541.4
"North Macedonia","North America and Oceania","2015",307.6,621.9,1295
"Other Europe","North America and Oceania","2015",4302.7,36432.4,326920.2
"North Africa","North America and Oceania","2015",2195.2,20332,167887.5
"Sub-Saharan Africa","North America and Oceania","2015",9949.5,91169.7,808029.1
"West Asia","North America and Oceania","2015",4689.1,41583.5,363752.1
"East Asia","North America and Oceania","2015",14413,136122.4,1264439.2
"South-Southeast Asia","North America and Oceania","2015",26892.1,236679.3,2251291.3
"North America and Oceania","North America and Oceania","2015",NA,NA,NA
"Latin America","North America and Oceania","2015",28748.3,236591,2113242.2
"Austria","Latin America","2015",617.9,859.2,1204.9
"Belgium","Latin America","2015",1570.7,2170.6,3015.9
"Bulgaria","Latin America","2015",23.1,38.5,62.4
"Croatia","Latin America","2015",33.6,54,86.8
"Cyprus","Latin America","2015",9.5,74.7,659.9
"Czechia","Latin America","2015",106.2,842.7,7160.1
"Denmark","Latin America","2015",732.2,1011.4,1396.5
"Estonia","Latin America","2015",9.3,15.6,26.2
"Finland","Latin America","2015",128.7,180.5,254.5
"France","Latin America","2015",1426.2,13450.1,107261.2
"Germany","Latin America","2015",1130.5,9026.1,80596.7
"Greece","Latin America","2015",119,970,8703.3
"Hungary","Latin America","2015",78.1,702.9,6345
"Iceland","Latin America","2015",20,30.6,47
"Ireland","Latin America","2015",879.4,1937.9,4466.7
"Italy","Latin America","2015",10006,13730.8,19152.7
"Latvia","Latin America","2015",13.2,110.9,914.3
"Liechtenstein","Latin America","2015",14.5,22.7,35.4
"Lithuania","Latin America","2015",73.5,104.7,149.4
"Luxembourg","Latin America","2015",8,68,556.6
"Malta","Latin America","2015",4.4,37.7,318.7
"Netherlands","Latin America","2015",4902.5,6761.1,9388.6
"Norway","Latin America","2015",377.1,527.1,739.6
"Poland","Latin America","2015",278.6,2292.7,19680.4
"Portugal","Latin America","2015",1798,17992.9,173080.7
"Romania","Latin America","2015",234.9,2047.2,17864
"Slovakia","Latin America","2015",18.8,33.2,57.6
"Slovenia","Latin America","2015",84.2,121.6,172.8
"Spain","Latin America","2015",83597.1,115712.7,165915.4
"Sweden","Latin America","2015",868,1212.7,1666.8
"Switzerland","Latin America","2015",3671.8,5043.6,7015.5
"United Kingdom","Latin America","2015",1018.1,8875.2,75556.7
"North Macedonia","Latin America","2015",2.2,5.1,11.8
"Other Europe","Latin America","2015",1224.9,10713,95532.5
"North Africa","Latin America","2015",609.8,5338.9,46757.5
"Sub-Saharan Africa","Latin America","2015",3513.8,29998.6,265362
"West Asia","Latin America","2015",1872.6,15764,131003.6
"East Asia","Latin America","2015",6875.6,61021.7,589828.3
"South-Southeast Asia","Latin America","2015",4848.1,41432.2,398597.5
"North America and Oceania","Latin America","2015",13967.1,121569.8,1018994
"Latin America","Latin America","2015",NA,NA,NA
"Austria","Austria","2016",NA,NA,NA
"Belgium","Austria","2016",337.9,481.4,683.6
"Bulgaria","Austria","2016",3311.7,5097.7,7803.5
"Croatia","Austria","2016",3364.2,5156.4,7935.9
"Cyprus","Austria","2016",39.4,62.2,99.6
"Czechia","Austria","2016",1190.7,1829,2830.7
"Denmark","Austria","2016",245.1,327,434.5
"Estonia","Austria","2016",68.6,105.6,165.6
"Finland","Austria","2016",156.4,210.6,284.5
"France","Austria","2016",1122.8,1595.2,2250.9
"Germany","Austria","2016",15445.3,24155.7,37232
"Greece","Austria","2016",809.1,1253.2,1968.1
"Hungary","Austria","2016",8997.9,13965.3,21747.3
"Iceland","Austria","2016",24.2,34.6,49.5
"Ireland","Austria","2016",171.5,269.1,415.5
"Italy","Austria","2016",4065.3,5756.4,8108.5
"Latvia","Austria","2016",156.6,243.8,384.5
"Liechtenstein","Austria","2016",64.8,94.1,135.2
"Lithuania","Austria","2016",157.2,222.2,315.8
"Luxembourg","Austria","2016",136,212.2,331.9
"Malta","Austria","2016",21.7,35.4,58
"Netherlands","Austria","2016",700,923.6,1219.3
"Norway","Austria","2016",109,147.8,201.3
"Poland","Austria","2016",4176.2,6474.9,9986
"Portugal","Austria","2016",376.7,584.5,908.5
"Romania","Austria","2016",11454.7,17675.3,27653.1
"Slovakia","Austria","2016",4311.9,6605.9,10036.5
"Slovenia","Austria","2016",2129.8,3037.1,4311.2
"Spain","Austria","2016",1083.7,1685.5,2619.5
"Sweden","Austria","2016",248.3,336.6,448.8
"Switzerland","Austria","2016",1676.6,2222.8,2950.3
"United Kingdom","Austria","2016",1257.4,1961.1,3036.5
"North Macedonia","Austria","2016",917.4,1206.8,1558.3
"Other Europe","Austria","2016",14692.4,19119,24730.1
"North Africa","Austria","2016",1292.9,1681.4,2197
"Sub-Saharan Africa","Austria","2016",2543.1,3326,4337.2
"West Asia","Austria","2016",11749.9,15346.9,19980.5
"East Asia","Austria","2016",1790.7,2318.6,2993.9
"South-Southeast Asia","Austria","2016",9936.6,12959.1,16765.2
"North America and Oceania","Austria","2016",1777.6,2314.6,3050.2
"Latin America","Austria","2016",1373.2,1801.2,2326.5
"Austria","Belgium","2016",236.4,340.7,481.7
"Belgium","Belgium","2016",NA,NA,NA
"Bulgaria","Belgium","2016",2881.5,4302.6,6477
"Croatia","Belgium","2016",288.8,438.8,675.4
"Cyprus","Belgium","2016",60,94.5,147.5
"Czechia","Belgium","2016",273.4,422.8,659.4
"Denmark","Belgium","2016",295.6,397.4,530.7
"Estonia","Belgium","2016",76.5,118.3,182.3
"Finland","Belgium","2016",193.9,261,350.1
"France","Belgium","2016",13628.4,19010.5,27244.1
"Germany","Belgium","2016",2531,3869.3,5894.5
"Greece","Belgium","2016",945.1,1441.9,2235.2
"Hungary","Belgium","2016",484.3,759,1191
"Iceland","Belgium","2016",17.2,25.2,37
"Ireland","Belgium","2016",266.6,407,636.8
"Italy","Belgium","2016",5163.7,7390.3,10467.1
"Latvia","Belgium","2016",155.6,240.7,375.5
"Liechtenstein","Belgium","2016",2.3,4,6.7
"Lithuania","Belgium","2016",216.2,307.4,438.1
"Luxembourg","Belgium","2016",1267.4,1956.7,3022.2
"Malta","Belgium","2016",36.8,58.2,93.3
"Netherlands","Belgium","2016",7354.7,9758.9,12741.1
"Norway","Belgium","2016",228.8,309.3,416.8
"Poland","Belgium","2016",3414.2,5329.3,8234.1
"Portugal","Belgium","2016",2017.3,3089.3,4842.4
"Romania","Belgium","2016",7344.2,11283.3,17362.2
"Slovakia","Belgium","2016",335.8,510.1,770.5
"Slovenia","Belgium","2016",165.3,234,332.2
"Spain","Belgium","2016",4720.9,6683.9,9270.1
"Sweden","Belgium","2016",281.4,374.9,501.2
"Switzerland","Belgium","2016",680.3,905.2,1191.8
"United Kingdom","Belgium","2016",1858.6,2884,4505.4
"North Macedonia","Belgium","2016",250.3,328.1,432
"Other Europe","Belgium","2016",5098.8,6523.6,8376.4
"North Africa","Belgium","2016",5084.2,6529,8439.1
"Sub-Saharan Africa","Belgium","2016",8924.9,11440.8,14852.7
"West Asia","Belgium","2016",6044.9,7807.6,10098.6
"East Asia","Belgium","2016",2119.1,2731.6,3555.4
"South-Southeast Asia","Belgium","2016",5969.2,7717.5,10060.3
"North America and Oceania","Belgium","2016",3240.3,4154.6,5365.8
"Latin America","Belgium","2016",2816.7,3615,4699.8
"Austria","Bulgaria","2016",1135.4,1763.4,2624.8
"Belgium","Bulgaria","2016",889.1,1339.9,2040.6
"Bulgaria","Bulgaria","2016",NA,NA,NA
"Croatia","Bulgaria","2016",41.6,78,143.8
"Cyprus","Bulgaria","2016",376.2,741.1,1488.5
"Czechia","Bulgaria","2016",247.9,491,985.3
"Denmark","Bulgaria","2016",363.5,499.8,692
"Estonia","Bulgaria","2016",28.1,51.7,94.4
"Finland","Bulgaria","2016",48.5,69.4,100
"France","Bulgaria","2016",624.8,952,1453.2
"Germany","Bulgaria","2016",2872.6,5617,10758.6
"Greece","Bulgaria","2016",3082.8,6017.4,11917.5
"Hungary","Bulgaria","2016",77.6,154,306.4
"Iceland","Bulgaria","2016",6.9,11.3,18.3
"Ireland","Bulgaria","2016",67.7,134.7,265.3
"Italy","Bulgaria","2016",1956.2,2952.9,4459.9
"Latvia","Bulgaria","2016",30.6,63.5,127.6
"Liechtenstein","Bulgaria","2016",0.1,0.3,0.7
"Lithuania","Bulgaria","2016",25.3,39.6,62.7
"Luxembourg","Bulgaria","2016",12.5,25.6,52.2
"Malta","Bulgaria","2016",32.6,66.2,135.1
"Netherlands","Bulgaria","2016",1132.4,1535.5,2103.1
"Norway","Bulgaria","2016",234.8,326.7,454.7
"Poland","Bulgaria","2016",312,624.6,1226.9
"Portugal","Bulgaria","2016",254.4,494.9,977.5
"Romania","Bulgaria","2016",277.9,545.1,1076.3
"Slovakia","Bulgaria","2016",53.8,98.7,178.1
"Slovenia","Bulgaria","2016",300,458.4,694.6
"Spain","Bulgaria","2016",6697.8,10038.6,15203.1
"Sweden","Bulgaria","2016",149.4,206.3,288.2
"Switzerland","Bulgaria","2016",186.2,259,358.2
"United Kingdom","Bulgaria","2016",2545.3,5031.8,9648.7
"North Macedonia","Bulgaria","2016",303.8,466.6,716.9
"Other Europe","Bulgaria","2016",8016.4,12474.4,19435.6
"North Africa","Bulgaria","2016",97.9,156.2,245.1
"Sub-Saharan Africa","Bulgaria","2016",100.2,157.7,248.7
"West Asia","Bulgaria","2016",1512.1,2353.7,3654.1
"East Asia","Bulgaria","2016",197.4,303.6,472
"South-Southeast Asia","Bulgaria","2016",168.7,265.7,418.7
"North America and Oceania","Bulgaria","2016",528.4,817.3,1245.8
"Latin America","Bulgaria","2016",59.7,95,149.8
"Austria","Croatia","2016",1143.5,1720.2,2615
"Belgium","Croatia","2016",137.6,209.1,321.1
"Bulgaria","Croatia","2016",63.2,115.1,210.9
"Croatia","Croatia","2016",NA,NA,NA
"Cyprus","Croatia","2016",2.6,5.4,11.3
"Czechia","Croatia","2016",82.3,155.9,296.2
"Denmark","Croatia","2016",96.7,136.2,186.3
"Estonia","Croatia","2016",5.4,9.9,17.9
"Finland","Croatia","2016",10.7,16.6,25.8
"France","Croatia","2016",132.4,204,312.1
"Germany","Croatia","2016",2418.6,4617.1,8899.6
"Greece","Croatia","2016",18.3,35,67.1
"Hungary","Croatia","2016",121.5,238.8,457.7
"Iceland","Croatia","2016",3,5.3,9.4
"Ireland","Croatia","2016",41.7,78.1,147.4
"Italy","Croatia","2016",985.4,1484.6,2257.4
"Latvia","Croatia","2016",4.5,9,18.6
"Liechtenstein","Croatia","2016",1.2,2.3,4.3
"Lithuania","Croatia","2016",9.2,15,24.6
"Luxembourg","Croatia","2016",10.1,19.9,39.5
"Malta","Croatia","2016",2.4,5.1,10.3
"Netherlands","Croatia","2016",126,175.6,246.3
"Norway","Croatia","2016",46.6,67.4,98.7
"Poland","Croatia","2016",76.4,148.8,282.7
"Portugal","Croatia","2016",10.6,20.7,40.6
"Romania","Croatia","2016",69.5,136,260.3
"Slovakia","Croatia","2016",66.1,119.5,215.6
"Slovenia","Croatia","2016",1023.4,1534.3,2299.6
"Spain","Croatia","2016",52.4,103.3,200.5
"Sweden","Croatia","2016",118.1,167.2,233.5
"Switzerland","Croatia","2016",321.2,444.2,615.2
"United Kingdom","Croatia","2016",140.8,268,514.6
"North Macedonia","Croatia","2016",179.5,279.6,425.7
"Other Europe","Croatia","2016",5483.5,8426,12952.5
"North Africa","Croatia","2016",17.1,27.6,44
"Sub-Saharan Africa","Croatia","2016",49,77.7,122
"West Asia","Croatia","2016",121,188.3,295.1
"East Asia","Croatia","2016",127.2,199.3,309.1
"South-Southeast Asia","Croatia","2016",86.7,134.3,209.2
"North America and Oceania","Croatia","2016",424.5,651.6,992.8
"Latin America","Croatia","2016",76.4,120,192
"Austria","Cyprus","2016",24.1,39.6,64.4
"Belgium","Cyprus","2016",36.1,57.2,90.7
"Bulgaria","Cyprus","2016",495.9,1049.5,2175.1
"Croatia","Cyprus","2016",3.7,8.3,18.4
"Cyprus","Cyprus","2016",NA,NA,NA
"Czechia","Cyprus","2016",22.4,112.5,564.8
"Denmark","Cyprus","2016",20.3,30.9,46
"Estonia","Cyprus","2016",8.2,16.6,34
"Finland","Cyprus","2016",30.3,45.2,67
"France","Cyprus","2016",87.9,140.1,222.2
"Germany","Cyprus","2016",101.8,495.7,2486
"Greece","Cyprus","2016",341.8,1947.3,10266.5
"Hungary","Cyprus","2016",24.3,118.1,604.9
"Iceland","Cyprus","2016",1.6,3,5.6
"Ireland","Cyprus","2016",16.1,45.3,128.7
"Italy","Cyprus","2016",116.3,185.3,285.7
"Latvia","Cyprus","2016",6.5,32.8,159.3
"Liechtenstein","Cyprus","2016",0.1,0.4,1.1
"Lithuania","Cyprus","2016",129.8,204.7,316.7
"Luxembourg","Cyprus","2016",1.4,6.9,32.7
"Malta","Cyprus","2016",2.5,12.5,62.6
"Netherlands","Cyprus","2016",84.3,118.7,167.9
"Norway","Cyprus","2016",21.2,32.7,49.9
"Poland","Cyprus","2016",38,193.2,984.8
"Portugal","Cyprus","2016",5.3,27.1,128.9
