"origin","dest","year","flow_2.5%","flow_50%","flow_97.5%"
"North America and Oceania","North America and Oceania","2010",NA,NA,NA
"Latin America","North America and Oceania","2010",20765.7,181063.5,1583595.3
"Austria","Latin America","2010",648.1,902.9,1251.5
"Belgium","Latin America","2010",1204.9,1657,2314.2
"Bulgaria","Latin America","2010",16.2,32.1,63.7
"Croatia","Latin America","2010",22,42.9,83.4
"Cyprus","Latin America","2010",6.6,55.3,495.2
"Czechia","Latin America","2010",76.1,666.6,6137.1
"Denmark","Latin America","2010",500.7,692.5,958.2
"Estonia","Latin America","2010",6.9,12.1,20.1
"Finland","Latin America","2010",120.9,171.7,242.5
"France","Latin America","2010",1052.4,9926.3,83445.2
"Germany","Latin America","2010",831.1,6991.3,57878.8
"Greece","Latin America","2010",95.1,743.5,6448.6
"Hungary","Latin America","2010",63.6,544.3,4892.5
"Iceland","Latin America","2010",27.4,41.1,60.8
"Ireland","Latin America","2010",990.6,1639.8,2745.2
"Italy","Latin America","2010",6521.9,9120,12669
"Latvia","Latin America","2010",10.5,92.1,752.9
"Liechtenstein","Latin America","2010",15.4,24,36.1
"Lithuania","Latin America","2010",73.1,104.3,150.3
"Luxembourg","Latin America","2010",6,48.5,391.1
"Malta","Latin America","2010",3.4,28,228.7
"Netherlands","Latin America","2010",2534.1,4805.4,9112.1
"Norway","Latin America","2010",342.5,473.8,663.2
"Poland","Latin America","2010",209.2,1758.2,15010.3
"Portugal","Latin America","2010",1460.1,13682,130031.8
"Romania","Latin America","2010",183.6,1588.8,13753.8
"Slovakia","Latin America","2010",13.4,23.8,43.3
"Slovenia","Latin America","2010",90.5,128.7,183.1
"Spain","Latin America","2010",109415.4,152541.1,214925.3
"Sweden","Latin America","2010",724.4,1011.2,1409.1
"Switzerland","Latin America","2010",2031.9,3833.5,7208.3
"United Kingdom","Latin America","2010",755.7,6710.9,55455.6
"North Macedonia","Latin America","2010",1.3,3.3,7.9
"Other Europe","Latin America","2010",944.4,8466.3,72551.5
"North Africa","Latin America","2010",442.5,3940.7,35287.6
"Sub-Saharan Africa","Latin America","2010",2462.4,21781.2,200859.5
"West Asia","Latin America","2010",1375.5,11456.1,93641.3
"East Asia","Latin America","2010",5427.5,48807.6,446041.7
"South-Southeast Asia","Latin America","2010",3399,31733.5,324827.4
"North America and Oceania","Latin America","2010",10933.8,93561.8,815633.1
"Latin America","Latin America","2010",NA,NA,NA
"Austria","Austria","2011",NA,NA,NA
"Belgium","Austria","2011",287.7,403.4,573
"Bulgaria","Austria","2011",1963.7,3078.3,4739.5
"Croatia","Austria","2011",1118.2,1711.2,2603.4
"Cyprus","Austria","2011",28.2,45.3,73.3
"Czechia","Austria","2011",987.8,1544.1,2370.1
"Denmark","Austria","2011",173.7,234.2,313.6
"Estonia","Austria","2011",56.3,86.1,134.3
"Finland","Austria","2011",125.2,170,229.3
"France","Austria","2011",669.3,1025,1603.8
"Germany","Austria","2011",13756,21248,33057.4
"Greece","Austria","2011",581.8,893.5,1355.6
"Hungary","Austria","2011",6368.4,9870.4,15363.3
"Iceland","Austria","2011",26.3,37.5,53.3
"Ireland","Austria","2011",159.5,249.1,386.8
"Italy","Austria","2011",2457.6,3454.2,4909.5
"Latvia","Austria","2011",170.5,265.8,414.5
"Liechtenstein","Austria","2011",53.3,78.8,113.5
"Lithuania","Austria","2011",172.8,247.7,355.5
"Luxembourg","Austria","2011",69.7,111.8,180.6
"Malta","Austria","2011",14.3,23.9,39.7
"Netherlands","Austria","2011",556.1,852.1,1313.6
"Norway","Austria","2011",70.9,98.1,133
"Poland","Austria","2011",3949.4,6140.6,9549.3
"Portugal","Austria","2011",314.4,489.4,759.9
"Romania","Austria","2011",7137.6,11137.8,17060.8
"Slovakia","Austria","2011",3436.3,5168.3,7870.3
"Slovenia","Austria","2011",968.9,1371.6,1935.3
"Spain","Austria","2011",884.3,1394.2,2120.7
"Sweden","Austria","2011",254.1,336.3,454.1
"Switzerland","Austria","2011",1338.8,1774.4,2365
"United Kingdom","Austria","2011",1009.3,1559,2396.4
"North Macedonia","Austria","2011",480.7,627.2,827.1
"Other Europe","Austria","2011",10331.8,13541.4,17631.1
"North Africa","Austria","2011",866.7,1135,1480.2
"Sub-Saharan Africa","Austria","2011",1413.8,1865.4,2411.7
"West Asia","Austria","2011",2694.8,3483.2,4569
"East Asia","Austria","2011",1407.8,1856.7,2412.4
"South-Southeast Asia","Austria","2011",4405.8,5755.8,7534.6
"North America and Oceania","Austria","2011",1549.2,2020.4,2636
"Latin America","Austria","2011",1004.5,1314.1,1727.3
"Austria","Belgium","2011",216.1,307.8,435.6
"Belgium","Belgium","2011",NA,NA,NA
"Bulgaria","Belgium","2011",2174.5,3339.6,5134.2
"Croatia","Belgium","2011",132.7,202.5,309.7
"Cyprus","Belgium","2011",39.5,61.9,97.5
"Czechia","Belgium","2011",327.9,506.6,781.8
"Denmark","Belgium","2011",235.3,311.1,417.2
"Estonia","Belgium","2011",94.9,145.9,222.6
"Finland","Belgium","2011",192.6,256.4,343.8
"France","Belgium","2011",10181.8,15553.4,23686.8
"Germany","Belgium","2011",2299.9,3574.7,5532.5
"Greece","Belgium","2011",790.1,1217.7,1913.5
"Hungary","Belgium","2011",541.9,825.7,1263.5
"Iceland","Belgium","2011",8.5,13.2,20.2
"Ireland","Belgium","2011",292.2,447,702
"Italy","Belgium","2011",3934.6,5600.7,7919
"Latvia","Belgium","2011",187,289.6,448.3
"Liechtenstein","Belgium","2011",1.7,3,5.2
"Lithuania","Belgium","2011",239,338.8,482.2
"Luxembourg","Belgium","2011",998.5,1556,2408
"Malta","Belgium","2011",37.2,58.1,92.6
"Netherlands","Belgium","2011",5981.2,9210.9,14373.7
"Norway","Belgium","2011",200.5,270.9,360.6
"Poland","Belgium","2011",4160.3,6438,9817.6
"Portugal","Belgium","2011",1806.6,2782.1,4247.3
"Romania","Belgium","2011",5497,8391.2,12887.6
"Slovakia","Belgium","2011",328.3,505.7,769.2
"Slovenia","Belgium","2011",137.4,196.4,280.3
"Spain","Belgium","2011",5521.3,7772.5,11055.5
"Sweden","Belgium","2011",334.8,448.9,603.3
"Switzerland","Belgium","2011",534.8,715,948.7
"United Kingdom","Belgium","2011",1725.2,2628.2,3998.2
"North Macedonia","Belgium","2011",696.8,921.6,1195.4
"Other Europe","Belgium","2011",6941,9023.7,11706.3
"North Africa","Belgium","2011",7061.5,9132,11659.9
"Sub-Saharan Africa","Belgium","2011",10611.7,13790.3,17709.1
"West Asia","Belgium","2011",4719.6,6076.2,7833.7
"East Asia","Belgium","2011",2496.8,3238.5,4215.3
"South-Southeast Asia","Belgium","2011",7244.4,9346.2,11927.5
"North America and Oceania","Belgium","2011",3197.7,4115.4,5304.9
"Latin America","Belgium","2011",2910.6,3790.6,4888.8
"Austria","Bulgaria","2011",806,1237.3,1898.5
"Belgium","Bulgaria","2011",652.6,999.5,1540.7
"Bulgaria","Bulgaria","2011",NA,NA,NA
"Croatia","Bulgaria","2011",13.2,26.5,51.7
"Cyprus","Bulgaria","2011",247.4,532.8,1123.3
"Czechia","Bulgaria","2011",178.3,382,808.4
"Denmark","Bulgaria","2011",224.7,311.5,433.3
"Estonia","Bulgaria","2011",19,36.5,71
"Finland","Bulgaria","2011",31,45.8,69.1
"France","Bulgaria","2011",374.7,719.1,1355.8
"Germany","Bulgaria","2011",2000.1,4220.4,8928.6
"Greece","Bulgaria","2011",1979.7,4198.4,8944.5
"Hungary","Bulgaria","2011",58.3,125.3,271.7
"Iceland","Bulgaria","2011",7.5,12.5,20.5
"Ireland","Bulgaria","2011",55.2,117.7,248.4
"Italy","Bulgaria","2011",1104.9,1707.4,2645.7
"Latvia","Bulgaria","2011",25.8,55.2,118.3
"Liechtenstein","Bulgaria","2011",0.1,0.3,0.8
"Lithuania","Bulgaria","2011",20.5,33.5,55.1
"Luxembourg","Bulgaria","2011",8.1,17.8,39.9
"Malta","Bulgaria","2011",23.1,50.2,108.6
"Netherlands","Bulgaria","2011",527.4,1003.1,1864.1
"Norway","Bulgaria","2011",71.7,103.4,149
"Poland","Bulgaria","2011",239.7,517.9,1096.4
"Portugal","Bulgaria","2011",173.6,368.6,777
"Romania","Bulgaria","2011",215.2,446.9,953.7
"Slovakia","Bulgaria","2011",50,94.9,187
"Slovenia","Bulgaria","2011",241.7,372.7,574.1
"Spain","Bulgaria","2011",6017.9,9296.4,14477.8
"Sweden","Bulgaria","2011",135.5,193.2,272.5
"Switzerland","Bulgaria","2011",109.3,153.1,216.6
"United Kingdom","Bulgaria","2011",1876.9,3973.9,8584.6
"North Macedonia","Bulgaria","2011",253.4,459.3,861.4
"Other Europe","Bulgaria","2011",5385.5,10412.7,20366.1
"North Africa","Bulgaria","2011",61.5,119.6,233
"Sub-Saharan Africa","Bulgaria","2011",65,126.1,241.6
"West Asia","Bulgaria","2011",1029.9,2022.9,3927.4
"East Asia","Bulgaria","2011",136.9,266.5,515.9
"South-Southeast Asia","Bulgaria","2011",121.5,239.5,475.7
"North America and Oceania","Bulgaria","2011",368.1,707.9,1326.3
"Latin America","Bulgaria","2011",40.3,78.2,150.1
"Austria","Croatia","2011",709.3,1077,1646
"Belgium","Croatia","2011",79.9,121.9,186.8
"Bulgaria","Croatia","2011",31.2,59.2,112.4
"Croatia","Croatia","2011",NA,NA,NA
"Cyprus","Croatia","2011",1,2.2,4.8
"Czechia","Croatia","2011",42.3,80.8,156.2
"Denmark","Croatia","2011",15.8,23.6,35.5
"Estonia","Croatia","2011",2.9,5.4,10.1
"Finland","Croatia","2011",4.6,7.7,13
"France","Croatia","2011",64.9,118.2,211.3
"Germany","Croatia","2011",1174.8,2194.3,4155.3
"Greece","Croatia","2011",8.3,16.2,31.6
"Hungary","Croatia","2011",64.2,123.1,237.6
"Iceland","Croatia","2011",2.4,4.3,7.6
"Ireland","Croatia","2011",19,37.6,72.9
"Italy","Croatia","2011",579.5,883.2,1344
"Latvia","Croatia","2011",2.1,4.5,9.3
"Liechtenstein","Croatia","2011",0.9,1.7,3.3
"Lithuania","Croatia","2011",4.5,7.9,13.4
"Luxembourg","Croatia","2011",4,8.3,17.1
"Malta","Croatia","2011",1.4,3.2,6.8
"Netherlands","Croatia","2011",59.2,107.7,196.6
"Norway","Croatia","2011",15,23.4,35.3
"Poland","Croatia","2011",43,80.8,155
"Portugal","Croatia","2011",6.2,12.1,23.9
"Romania","Croatia","2011",41,77.9,152
"Slovakia","Croatia","2011",35.1,64.4,116.7
"Slovenia","Croatia","2011",794.8,1199.1,1820.1
"Spain","Croatia","2011",26.6,53.3,100.6
"Sweden","Croatia","2011",67.2,95,133.6
"Switzerland","Croatia","2011",324.5,446.9,613.4
"United Kingdom","Croatia","2011",98.4,188.8,364.9
"North Macedonia","Croatia","2011",192.2,300.8,470.7
"Other Europe","Croatia","2011",4227,6575.4,10000.3
"North Africa","Croatia","2011",12.8,21.3,35.1
"Sub-Saharan Africa","Croatia","2011",27.4,44.7,71.6
"West Asia","Croatia","2011",50.6,79.9,126.2
"East Asia","Croatia","2011",120.7,190.5,294
"South-Southeast Asia","Croatia","2011",47,74.7,118.9
"North America and Oceania","Croatia","2011",268.8,416.3,644.5
"Latin America","Croatia","2011",56.8,89.3,141.6
"Austria","Cyprus","2011",19.7,32.4,53
"Belgium","Cyprus","2011",30.5,47.3,74.7
"Bulgaria","Cyprus","2011",419.3,928.4,2047.9
"Croatia","Cyprus","2011",1,2.5,5.6
"Cyprus","Cyprus","2011",NA,NA,NA
"Czechia","Cyprus","2011",18.8,95.2,480.7
"Denmark","Cyprus","2011",11.6,18.2,28.3
"Estonia","Cyprus","2011",7.8,15.9,32.9
"Finland","Cyprus","2011",21.2,32.1,48.5
"France","Cyprus","2011",57.9,111,211.1
"Germany","Cyprus","2011",81.9,409.5,1981.5
"Greece","Cyprus","2011",268.5,1557.4,7721.3
"Hungary","Cyprus","2011",21.4,102.8,492.7
"Iceland","Cyprus","2011",1.3,2.5,4.7
"Ireland","Cyprus","2011",15,42.5,120.2
"Italy","Cyprus","2011",73.5,118.5,188.2
"Latvia","Cyprus","2011",5.6,28.8,139
"Liechtenstein","Cyprus","2011",0.1,0.4,1
"Lithuania","Cyprus","2011",160.7,248.1,383.7
"Luxembourg","Cyprus","2011",1.1,5.3,26
"Malta","Cyprus","2011",2,10.6,51.1
"Netherlands","Cyprus","2011",53,100.4,190.4
"Norway","Cyprus","2011",12.4,20.3,32
"Poland","Cyprus","2011",31.8,163.2,809.4
"Portugal","Cyprus","2011",4.4,22.6,109.2
"Romania","Cyprus","2011",75.3,376.5,1878.6
"Slovakia","Cyprus","2011",22.3,48,101.8
"Slovenia","Cyprus","2011",5.5,9.6,16.9
"Spain","Cyprus","2011",19,92.8,457.4
"Sweden","Cyprus","2011",67.8,97.2,138.5
"Switzerland","Cyprus","2011",30.9,45.6,67.2
"United Kingdom","Cyprus","2011",712.1,3797.3,19058.1
"North Macedonia","Cyprus","2011",0.9,2.7,7.7
"Other Europe","Cyprus","2011",94.5,867.5,7380
"North Africa","Cyprus","2011",21.8,176.4,1606.9
"Sub-Saharan Africa","Cyprus","2011",63.8,568.6,4763.6
"West Asia","Cyprus","2011",60.1,538.9,4737.8
"East Asia","Cyprus","2011",11.9,97.8,974.2
"South-Southeast Asia","Cyprus","2011",80.9,678.2,6036.3
"North America and Oceania","Cyprus","2011",23.2,232.4,2128.4
"Latin America","Cyprus","2011",13.7,112.7,1071.5
"Austria","Czechia","2011",702.6,1101.5,1729.5
"Belgium","Czechia","2011",251.3,385.7,593.2
"Bulgaria","Czechia","2011",491,1086.5,2420.6
"Croatia","Czechia","2011",48.8,97.7,195.2
"Cyprus","Czechia","2011",14.1,68.2,361.6
"Czechia","Czechia","2011",NA,NA,NA
"Denmark","Czechia","2011",180.9,251.3,348.7
"Estonia","Czechia","2011",32.4,66.6,136
"Finland","Czechia","2011",41.8,61.6,90.9
"France","Czechia","2011",490.6,944.3,1844.9
"Germany","Czechia","2011",791.3,4219.1,21178.8
"Greece","Czechia","2011",106.7,563.7,2774.5
"Hungary","Czechia","2011",139.9,714.4,3583.8
"Iceland","Czechia","2011",19.5,30.5,47.6
"Ireland","Czechia","2011",142.4,418,1168.8
"Italy","Czechia","2011",660.3,1009.2,1562.5
"Latvia","Czechia","2011",16.9,85,416.5
"Liechtenstein","Czechia","2011",0.2,0.6,1.4
"Lithuania","Czechia","2011",71.3,109,174.9
"Luxembourg","Czechia","2011",5.6,27,139.3
"Malta","Czechia","2011",4.1,20.2,100.3
"Netherlands","Czechia","2011",244.3,454.2,849.4
"Norway","Czechia","2011",65.3,95.2,139.4
"Poland","Czechia","2011",396.6,2014,10122.2
"Portugal","Czechia","2011",26.2,125.5,638
"Romania","Czechia","2011",177.4,887.9,4476.7
"Slovakia","Czechia","2011",4556.8,9225.5,18498.9
"Slovenia","Czechia","2011",43.5,69.3,108.6
"Spain","Czechia","2011",170.2,836.8,3949.1
"Sweden","Czechia","2011",142.4,201.2,283.6
"Switzerland","Czechia","2011",277,387.2,540.6
"United Kingdom","Czechia","2011",527.3,2594.7,12838.5
"North Macedonia","Czechia","2011",27.8,58.1,123.8
"Other Europe","Czechia","2011",1011.2,9279.3,86783.2
"North Africa","Czechia","2011",72.2,596.5,5161
"Sub-Saharan Africa","Czechia","2011",172.6,1418,11970.1
"West Asia","Czechia","2011",136.5,1069.5,9168.7
"East Asia","Czechia","2011",178.6,1412.7,11683.7
"South-Southeast Asia","Czechia","2011",296.1,2494.5,21070.8
"North America and Oceania","Czechia","2011",167.9,1353.3,11627.2
"Latin America","Czechia","2011",111.9,973.8,8487.2
"Austria","Denmark","2011",155.3,201,259.1
"Belgium","Denmark","2011",257.9,333.2,427.6
"Bulgaria","Denmark","2011",771.2,1011,1317
"Croatia","Denmark","2011",32.4,45.6,63.9
"Cyprus","Denmark","2011",26.1,37.2,52.9
"Czechia","Denmark","2011",162.2,215,283.9
"Denmark","Denmark","2011",NA,NA,NA
"Estonia","Denmark","2011",154.3,204.9,270.9
"Finland","Denmark","2011",269.2,336.6,426.6
"France","Denmark","2011",869.4,1127.4,1458.1
"Germany","Denmark","2011",2447.3,3163.7,4075.3
"Greece","Denmark","2011",281.8,370.8,484.7
"Hungary","Denmark","2011",377.3,494.3,642.2
"Iceland","Denmark","2011",589.4,732.6,917.9
"Ireland","Denmark","2011",205.1,273.1,360.3
"Italy","Denmark","2011",748.1,953.8,1211
"Latvia","Denmark","2011",599,778.6,1016.2
"Liechtenstein","Denmark","2011",0.7,1.4,2.7
"Lithuania","Denmark","2011",1284.4,1613.1,2031.2
"Luxembourg","Denmark","2011",99.2,132.8,176.3
"Malta","Denmark","2011",28.8,41,57.6
"Netherlands","Denmark","2011",539.8,702.9,911.9
"Norway","Denmark","2011",2198.2,2710.4,3367.5
"Poland","Denmark","2011",2516.9,3242.6,4201.5
"Portugal","Denmark","2011",187.6,248.4,326.4
"Romania","Denmark","2011",2139.8,2787,3613.3
"Slovakia","Denmark","2011",200.5,262.7,346.2
"Slovenia","Denmark","2011",33.8,46.1,62.4
"Spain","Denmark","2011",1098.7,1403.7,1771.7
"Sweden","Denmark","2011",3872.6,4818.8,5933.6
"Switzerland","Denmark","2011",349.6,432.6,538.6
"United Kingdom","Denmark","2011",2200,2843.9,3689
"North Macedonia","Denmark","2011",57.6,79,106.5
"Other Europe","Denmark","2011",2613.7,3383.2,4426.3
"North Africa","Denmark","2011",273,362.3,476.2
"Sub-Saharan Africa","Denmark","2011",1199.6,1549.1,1997.7
"West Asia","Denmark","2011",1884.9,2438.1,3147.5
"East Asia","Denmark","2011",1331.7,1730.1,2230.8
"South-Southeast Asia","Denmark","2011",4571.5,5934.6,7630.7
"North America and Oceania","Denmark","2011",3160.4,4067.7,5235.9
"Latin America","Denmark","2011",790.6,1026.1,1326.8
"Austria","Estonia","2011",19,30.2,48.2
"Belgium","Estonia","2011",55.3,85.3,129.3
"Bulgaria","Estonia","2011",20.5,40.3,76.4
"Croatia","Estonia","2011",1.2,2.4,4.8
"Cyprus","Estonia","2011",7.1,13.8,27.3
"Czechia","Estonia","2011",27.7,54.2,104.1
"Denmark","Estonia","2011",85.6,119.8,167.2
"Estonia","Estonia","2011",NA,NA,NA
"Finland","Estonia","2011",902.7,1229.5,1712.3
"France","Estonia","2011",72.2,132.3,239.7
"Germany","Estonia","2011",177.5,332,632.8
"Greece","Estonia","2011",12.4,24.5,49.2
"Hungary","Estonia","2011",13.3,26.8,52.4
"Iceland","Estonia","2011",7.4,12.2,19.5
"Ireland","Estonia","2011",101.2,189.2,362.7
"Italy","Estonia","2011",65.8,103.5,159.5
"Latvia","Estonia","2011",138.4,271.4,514.4
"Liechtenstein","Estonia","2011",0,0.1,0.2
"Lithuania","Estonia","2011",46,71.3,110.1
"Luxembourg","Estonia","2011",6.9,13.7,26.9
"Malta","Estonia","2011",1.9,4,8.2
"Netherlands","Estonia","2011",35,62,110.6
"Norway","Estonia","2011",83,118.7,170.7
"Poland","Estonia","2011",25,50.4,98.6
"Portugal","Estonia","2011",14.8,29.3,57.8
"Romania","Estonia","2011",10.8,21.7,43.5
"Slovakia","Estonia","2011",5.8,11.3,22
"Slovenia","Estonia","2011",2.6,4.7,8.3
"Spain","Estonia","2011",76.2,146.4,280
"Sweden","Estonia","2011",166.3,233.2,321.9
"Switzerland","Estonia","2011",25,36.4,53
"United Kingdom","Estonia","2011",279.1,527.4,1007.8
"North Macedonia","Estonia","2011",0.9,1.7,3.3
"Other Europe","Estonia","2011",1202.9,1850,2835
"North Africa","Estonia","2011",12.4,20.1,32.8
"Sub-Saharan Africa","Estonia","2011",16.8,27.2,45.6
"West Asia","Estonia","2011",94.5,150,233.2
"East Asia","Estonia","2011",44.9,70.8,111.5
"South-Southeast Asia","Estonia","2011",54.8,88,139.2
"North America and Oceania","Estonia","2011",136.2,213.3,333.5
"Latin America","Estonia","2011",24.6,40,63.9
"Austria","Finland","2011",114.3,148.9,194.7
"Belgium","Finland","2011",188,242.1,314.1
"Bulgaria","Finland","2011",186.8,247.3,325.6
"Croatia","Finland","2011",15.8,23.8,35.4
"Cyprus","Finland","2011",35.8,50.6,71.6
"Czechia","Finland","2011",65.3,90.5,124
"Denmark","Finland","2011",421.8,525.7,653.6
"Estonia","Finland","2011",4708.1,6108.5,7840.5
"Finland","Finland","2011",NA,NA,NA
"France","Finland","2011",345.9,453.9,596.8
"Germany","Finland","2011",862.3,1122.7,1468.8
"Greece","Finland","2011",187,248.8,329.9
"Hungary","Finland","2011",273.3,360.7,473.1
"Iceland","Finland","2011",37.9,50.6,67.4
"Ireland","Finland","2011",150.5,199.9,265.1
"Italy","Finland","2011",345.2,441.3,568.4
"Latvia","Finland","2011",220.9,293.5,387.1
"Liechtenstein","Finland","2011",0.3,0.7,1.4
"Lithuania","Finland","2011",140.3,182.5,237.5
"Luxembourg","Finland","2011",51,71.6,99.1
